Company_name	Company_ID	Big3Share	Position	Revenue	Assets	Employees	MarketCap	Exchange	TypeEnt
REYNOLDS AMERICAN INC.	US200546644	9.15	4	10675000.0	53224000.0	5700.0	71552618.0	New York Stock Exchange (NYSE)	Industrial company
PGT, INC.	US200634715	17.13	1	389810.0	344028.0	2300.0	519939.0	NASDAQ National Market	Industrial company
TOWN SPORTS INTERNATIONAL HOLDINGS, INC.	US200640002	3.38	10	424323.0	303101.0	7500.0	77369.0	NASDAQ National Market	Industrial company
PLY GEM HOLDINGS, INC.	US200645710	3.85	5	1839726.0	1266572.0	8669.0	1016704.0	New York Stock Exchange (NYSE)	Industrial company
HALCON RESOURCES CORPORATION	US200700684	8.4	3	550278.0	3458692.0	323.0	32842.0	New York Stock Exchange (NYSE)	Industrial company
WILSHIRE BANCORP, INC.	US200711133	15.09	1	192731.0	4713468.0	583.0	901338.0	NASDAQ National Market	Bank
NEWMARKET CORPORATION	US200812170	13.66	1	2140830.0	1286249.0	1979.0	4846931.0	New York Stock Exchange (NYSE)	Industrial company
HOLLY ENERGY PARTNERS, L.P.	US200833098	0	131	358875.0	1543765.0	nan	1918086.0	New York Stock Exchange (NYSE)	Industrial company
T-MOBILE US, INC.	US200836269	3.5	4	32053000.0	62413000.0	50000.0	34975776.0	NASDAQ National Market	Industrial company
ASHLAND INC	US200865835	18.81	1	5387000.0	10054000.0	10500.0	7086093.0	New York Stock Exchange (NYSE)	Industrial company
CARBYLAN THERAPEUTICS, INC.	US200915291	2.17	10	29.0	56791.0	nan	27912.0	NASDAQ National Market	Industrial company
HILL INTERNATIONAL,INC.	US200953973	7.13	5	720605.0	442563.0	4262.0	218759.0	New York Stock Exchange (NYSE)	Industrial company
DEMANDWARE, INC.	US200982939	12.83	3	237279.0	377398.0	943.0	1763448.0	New York Stock Exchange (NYSE)	Industrial company
TOKAI PHARMACEUTICALS, INC.	US201000967	4.46	6	0.0	67974.0	27.0	166366.0	NASDAQ National Market	Industrial company
CUBESMART	US201024732	24.67	1	444521.0	3104164.0	1837.0	5636351.0	New York Stock Exchange (NYSE)	Financial company
MOSAIC COMPANY (THE)	US201026454	13.059999999999999	1	8895300.0	17389500.0	8900.0	8986783.0	New York Stock Exchange (NYSE)	Industrial company
EXTRA SPACE STORAGE, INC.	US201076777	29.46	1	782270.0	6071407.0	3209.0	11635552.0	New York Stock Exchange (NYSE)	Financial company
TEXAS ROADHOUSE, INC.	US201083890	17.25	1	1807368.0	1032706.0	47900.0	3176517.0	NASDAQ National Market	Industrial company
COMSTOCK HOLDING COMPANIES, INC.	US201164345	0	109	61376.0	58478.0	nan	5784.0	NASDAQ National Market	Industrial company
DIAMONDROCK HOSPITALITY COMPANY	US201180098	30.24	1	930990.0	3312510.0	26.0	1781487.0	New York Stock Exchange (NYSE)	Financial company
RAND LOGISTICS, INC.	US201195343	3.71	16	152960.0	250290.0	515.0	16819.0	NASDAQ National Market	Industrial company
SUNSTONE HOTEL INVESTORS, INC	US201296886	25.05	1	1249180.0	3863251.0	50.0	2609817.0	New York Stock Exchange (NYSE)	Financial company
PRESTIGE BRANDS HOLDINGS, INC.	US201297589	22.11	1	714623.0	2641967.0	187.0	2883827.0	New York Stock Exchange (NYSE)	Industrial company
OCLARO, INC.	US201303994	6.16	3	341276.0	325884.0	1233.0	559614.0	NASDAQ National Market	Industrial company
NEENAH PAPER, INC.	US201308307	16.52	1	887700.0	751400.0	2340.0	1150866.0	New York Stock Exchange (NYSE)	Industrial company
CHINA HOUSING & LAND DEVELOPMENT, INC.	US201334845	0	106	138728.0	626529.0	677.0	20773.0	NASDAQ National Market	Financial company
EDUCATION REALTY TRUST, INC.	US201352180	26.110000000000003	1	255162.0	2001831.0	1237.0	2800627.0	New York Stock Exchange (NYSE)	Financial company
APIGEE CORPORATION	US201367539	4.220000000000001	8	68607.0	138706.0	412.0	319465.0	NASDAQ National Market	Industrial company
INNOPHOS HOLDINGS, INC.	US201380758	19.6	1	789147.0	668218.0	1387.0	749447.0	NASDAQ National Market	Industrial company
ENVESTNET, INC.	US201409613	12.55	2	420919.0	876249.0	2665.0	1433646.0	New York Stock Exchange (NYSE)	Financial company
SOUTHERN NATIONAL BANCORP OF VIRGINIA, INC.	US201417448	2.9	12	40112.0	1036107.0	181.0	148335.0	NASDAQ National Market	Bank
LIQTECH INTERNATIONAL, INC.	US201431677	0	109	15813.0	28074.0	nan	28858.0	NYSE MKT	Industrial company
A10 NETWORKS, INC.	US201446869	5.37	4	198955.0	192551.0	772.0	410681.0	New York Stock Exchange (NYSE)	Industrial company
BELLICUM PHARMACEUTICALS, INC.	US201450200	5.79	7	282.0	160406.0	72.0	303308.0	NASDAQ National Market	Industrial company
HYATT HOTELS CORPORATION	US201480589	1.12	12	4328000.0	7591000.0	45000.0	1147570.0	New York Stock Exchange (NYSE)	Industrial company
CORE-MARK HOLDING COMPANY, INC.	US201489747	19.04	1	11069400.0	1077300.0	6655.0	1994070.0	NASDAQ National Market	Industrial company
LOGMEIN, INC.	US201515952	21.12	1	271600.0	455699.0	1006.0	1526370.0	NASDAQ National Market	Industrial company
SOTHERLY HOTELS, INC.	US201531029	3.15	7	138533.0	393058.0	12.0	75197.0	NASDAQ National Market	Financial company
LIFEPOINT HEALTH, INC.	US201538254	16.91	1	5214300.0	5996800.0	40000.0	2884554.0	NASDAQ National Market	Industrial company
FIREEYE INC.	US201548921	10.959999999999999	1	622967.0	2441473.0	3100.0	2638395.0	NASDAQ National Market	Industrial company
BRIGHTCOVE, INC.	US201579162	8.8	1	134706.0	127668.0	413.0	213973.0	NASDAQ National Market	Industrial company
VIRGIN AMERICA INC.	US201585173	7.93	6	1529584.0	1568531.0	nan	2477953.0	NASDAQ National Market	Industrial company
INTERMOLECULAR, INC.	US201616267	1.67	12	45322.0	69677.0	175.0	90061.0	NASDAQ National Market	Industrial company
QLIK TECHNOLOGIES INC	US201643718	15.25	1	612732.0	666596.0	2511.0	3001225.0	NASDAQ National Market	Industrial company
FACEBOOK, INC.	US201665019	15.269999999999998	2	17928000.0	49407000.0	12691.0	275990449.0	NASDAQ National Market	Industrial company
LIMELIGHT NETWORKS, INC.	US201677033	6.550000000000001	5	170912.0	225627.0	509.0	147883.0	NASDAQ National Market	Industrial company
ARC DOCUMENT SOLUTIONS, INC.	US201700361	14.600000000000001	1	428665.0	474538.0	2600.0	199986.0	New York Stock Exchange (NYSE)	Industrial company
ARISTA NETWORKS, INC.	US201751121	6.5	7	837591.0	1159890.0	1200.0	5000334.0	New York Stock Exchange (NYSE)	Industrial company
SELECT MEDICAL HOLDINGS CORPORATION	US201764048	15.37	1	3742736.0	4426666.0	41000.0	1628817.0	New York Stock Exchange (NYSE)	Industrial company
YOU ON DEMAND HOLDINGS, INC.	US201778374	1.1	8	4606.0	19826.0	51.0	45024.0	NASDAQ National Market	Industrial company
TAL INTERNATIONAL GROUP, INC.	US201796526	13.97	1	670199.0	4434076.0	174.0	505939.0	New York Stock Exchange (NYSE)	Industrial company
ANTHERA PHARMACEUTICALS, INC.	US201852016	11.06	1	3185.0	48125.0	25.0	143045.0	NASDAQ National Market	Industrial company
YELP INC.	US201854266	12.8	3	549711.0	755427.0	3826.0	1759110.0	New York Stock Exchange (NYSE)	Industrial company
KOPPERS HOLDINGS INC.	US201878963	22.07	1	1626900.0	1125400.0	2142.0	520300.0	New York Stock Exchange (NYSE)	Industrial company
FRESHPET, INC.	US201884894	6.54	12	116186.0	113098.0	190.0	331696.0	NASDAQ National Market	Industrial company
MINDBODY, INC.	US201898451	1.28	11	101369.0	141414.0	1226.0	234839.0	NASDAQ National Market	Industrial company
SEARS HOLDINGS CORPORATION	US201920798	4.77	7	25146000.0	11337000.0	178000.0	1420854.0	NASDAQ National Market	Industrial company
COOPER-STANDARD HOLDINGS INC.	US201945088	11.55	3	3342804.0	2304292.0	29000.0	1474376.0	New York Stock Exchange (NYSE)	Industrial company
ALDEYRA THERAPEUTICS, INC.	US201968197	1.21	14	0.0	28205.0	nan	58567.0	NASDAQ National Market	Industrial company
SUMMER INFANT, INC.	US201994619	1.96	11	205804.0	113138.0	197.0	26184.0	NASDAQ National Market	Industrial company
SERVICENOW, INC.	US202056195	12.55	1	1005480.0	1807052.0	3686.0	11524957.0	New York Stock Exchange (NYSE)	Industrial company
GTT COMMUNICATIONS, INC.	US202096338	6.4	6	369250.0	596454.0	572.0	689264.0	New York Stock Exchange (NYSE)	Industrial company
SYNTHESIS ENERGY SYSTEMS, INC.	US202110031	0.45	10	15517.0	73751.0	142.0	91312.0	NASDAQ National Market	Industrial company
JAMBA, INC.	US202122262	10.75	5	161676.0	69616.0	1313.0	173700.0	NASDAQ National Market	Industrial company
CROCS, INC.	US202164234	16.240000000000002	1	1090630.0	608020.0	5400.0	721749.0	NASDAQ National Market	Industrial company
RESOURCE CAPITAL CORP.	US202287134	14.719999999999999	1	167652.0	2760432.0	704.0	394336.0	New York Stock Exchange (NYSE)	Financial company
TREEHOUSE FOODS, INC.	US202311383	14.03	1	3206405.0	3702796.0	5880.0	5354944.0	New York Stock Exchange (NYSE)	Industrial company
SPIRIT AEROSYSTEMS HOLDINGS, INC.	US202436320	12.99	1	6643900.0	5777500.0	15200.0	6232362.0	New York Stock Exchange (NYSE)	Industrial company
ROADRUNNER TRANSPORTATION SYSTEMS, INC.	US202454942	13.8	3	1995019.0	1319556.0	4502.0	306554.0	New York Stock Exchange (NYSE)	Industrial company
ALPHATEC HOLDINGS, INC.	US202463898	5.45	4	185279.0	146341.0	430.0	19526.0	NASDAQ National Market	Industrial company
WORKDAY, INC.	US202480422	8.85	2	1162346.0	2730094.0	5200.0	8975869.0	New York Stock Exchange (NYSE)	Industrial company
PALO ALTO NETWORKS, INC.	US202530195	11.49	1	928052.0	1965178.0	2637.0	11475790.0	New York Stock Exchange (NYSE)	Industrial company
DAKOTA PLAINS HOLDINGS, INC.	US202543857	0.46	10	29213.0	71063.0	nan	8541.0	NYSE MKT	Industrial company
ZAGG INC	US202559624	9.82	2	269311.0	179541.0	234.0	139735.0	NASDAQ National Market	Industrial company
CHINA AUTO LOGISTICS INC.	US202574314	0	105	448132.0	288223.0	nan	4680.0	NASDAQ National Market	Industrial company
SUPERNUS PHARMACEUTICALS, INC.	US202590184	13.95	1	144427.0	188626.0	nan	946417.0	NASDAQ National Market	Industrial company
HUBSPOT, INC.	US202632791	7.6000000000000005	5	181943.0	220379.0	1157.0	1632560.0	New York Stock Exchange (NYSE)	Industrial company
COMMUNITY BANKERS TRUST CORPORATION	US202652949	1.4500000000000002	11	42152.0	1180557.0	236.0	112938.0	NASDAQ National Market	Bank
CELATOR PHARMACEUTICALS, INC.	US202680869	1.87	14	0.0	25635.0	25.0	744504.0	NASDAQ National Market	Industrial company
CF INDUSTRIES HOLDINGS, INC.	US202697511	18.880000000000003	1	4308300.0	12683000.0	2900.0	6456693.0	New York Stock Exchange (NYSE)	Industrial company
KAPSTONE PAPER AND PACKAGING CORPORATION	US202699372	17.36	1	2789345.0	3222110.0	6400.0	1471775.0	New York Stock Exchange (NYSE)	Industrial company
EXPEDIA, INC.	US202705720	14.620000000000001	2	6672317.0	15485675.0	18730.0	15269748.0	NASDAQ National Market	Industrial company
Q2 HOLDINGS, INC.	US202706637	5.33	8	108867.0	204468.0	658.0	979106.0	New York Stock Exchange (NYSE)	Industrial company
BOX, INC.	US202714444	2.44	15	302704.0	497488.0	1370.0	596329.0	New York Stock Exchange (NYSE)	Industrial company
PHARMATHENE, INC.	US202726770	0.31	12	10641.0	19862.0	11.0	146270.0	NYSE MKT	Industrial company
GAMESTOP CORP.	US202733559	20.7	1	9363800.0	4334900.0	20000.0	2993816.0	New York Stock Exchange (NYSE)	Industrial company
SEMILEDS CORPORATION	US202735523	0	106	14124.0	38520.0	274.0	4258.0	NASDAQ National Market	Industrial company
INDIA GLOBALIZATION CAPITAL, INC.	US202760393	0	106	7680.0	20331.0	55.0	8087.0	NYSE MKT	Industrial company
DUKE ENERGY CORPORATION	US202777218	16.169999999999998	1	23459000.0	121156000.0	29188.0	53720718.0	New York Stock Exchange (NYSE)	Industrial company
WEBMD HEALTH CORP.	US202783228	13.7	1	636399.0	1155923.0	1740.0	2527310.0	NASDAQ National Market	Industrial company
BOISE CASCADE COMPANY	US202807265	20.259999999999998	1	3633415.0	1248606.0	5910.0	891266.0	New York Stock Exchange (NYSE)	Industrial company
SYNERGY RESOURCES CORPORATION	US202835920	13.52	1	34138.0	672616.0	62.0	1156364.0	NYSE MKT	Industrial company
BAZAARVOICE, INC.	US202908277	11.280000000000001	2	191181.0	342961.0	826.0	300375.0	NASDAQ National Market	Industrial company
CHANTICLEER HOLDINGS, INC.	US202932652	0.52	11	42397.0	42205.0	nan	11315.0	NASDAQ National Market	Industrial company
AEGERION PHARMACEUTICALS, INC.	US202960116	16.68	3	239887.0	434198.0	318.0	53692.0	NASDAQ National Market	Industrial company
CHEFS' WAREHOUSE, INC. (THE)	US203031526	7.33	7	1058996.0	586218.0	1693.0	411582.0	NASDAQ National Market	Industrial company
BROOKDALE SENIOR LIVING, INC.	US203068069	11.930000000000001	1	4960608.0	10048564.0	82000.0	3344571.0	New York Stock Exchange (NYSE)	Industrial company
DOUGLAS EMMETT, INC.	US203073047	27.32	1	635774.0	6066161.0	600.0	5029754.0	New York Stock Exchange (NYSE)	Financial company
AERIE PHARMACEUTICALS, INC.	US203109565	11.34	3	0.0	159127.0	70.0	454702.0	NASDAQ National Market	Industrial company
DHI GROUP, INC.	US203179218	16.369999999999997	1	259769.0	368935.0	861.0	366076.0	New York Stock Exchange (NYSE)	Industrial company
CONATUS PHARMACEUTICALS INC.	US203183915	2.4	11	0.0	39727.0	27.0	46956.0	NASDAQ National Market	Industrial company
NCI, INC.	US203211574	1.6	10	333095.0	163868.0	2000.0	121019.0	NASDAQ National Market	Industrial company
CHEGG, INC.	US203237489	7.73	9	301373.0	291356.0	672.0	435302.0	New York Stock Exchange (NYSE)	Industrial company
LIVE NATION ENTERTAINMENT, INC.	US203247759	11.950000000000001	2	7245731.0	6156241.0	7700.0	4902712.0	New York Stock Exchange (NYSE)	Industrial company
BOARDWALK PIPELINE PARTNERS, LP	US203265614	0	139	1249200.0	8300300.0	1260.0	4377691.0	New York Stock Exchange (NYSE)	Industrial company
MONOTYPE IMAGING HOLDINGS INC.	US203289482	19.78	1	192419.0	391787.0	494.0	959646.0	NASDAQ National Market	Industrial company
FUTUREFUEL CORP	US203340900	9.44	3	299611.0	489109.0	500.0	490991.0	New York Stock Exchange (NYSE)	Industrial company
INFUSYSTEM HOLDINGS, INC.	US203341405	1.94	18	72125.0	96315.0	261.0	68098.0	NYSE MKT	Industrial company
GRAND CANYON EDUCATION, INC.	US203356009	14.59	1	778200.0	891982.0	3650.0	1968731.0	NASDAQ National Market	Industrial company
COLUCID PHARMACEUTICALS, INC.	US203419541	0.39	12	0.0	65338.0	7.0	96235.0	NASDAQ National Market	Industrial company
ATYR PHARMA, INC.	US203435077	3.25	17	0.0	129675.0	55.0	76510.0	NASDAQ National Market	Industrial company
WESTERN REFINING, INC.	US203472415	18.46	2	9787036.0	5833393.0	7347.0	1981617.0	New York Stock Exchange (NYSE)	Industrial company
FIRST INTERNET BANCORP	US203489991	2.38	3	40894.0	1269870.0	152.0	115349.0	NASDAQ National Market	Bank
VIACOM, INC.	US203515052	14.290000000000001	4	13268000.0	22143000.0	9200.0	15327231.0	NASDAQ National Market	Industrial company
HERTZ GLOBAL HOLDINGS, INC.	US203530539	12.13	4	10535000.0	23358000.0	30000.0	3921623.0	New York Stock Exchange (NYSE)	Financial company
SEMGROUP CORPORATION	US203533152	14.53	1	1455094.0	2853909.0	1160.0	1302791.0	New York Stock Exchange (NYSE)	Industrial company
MUELLER WATER PRODUCTS, INC.	US203547095	13.73	1	1164500.0	1229800.0	4100.0	1770590.0	New York Stock Exchange (NYSE)	Industrial company
HANESBRANDS INC.	US203552316	18.15	1	5731549.0	5619040.0	65300.0	10204296.0	New York Stock Exchange (NYSE)	Industrial company
LEIDOS HOLDINGS, INC.	US203562868	16.82	1	4712000.0	3370000.0	18000.0	3630718.0	New York Stock Exchange (NYSE)	Industrial company
EL POLLO LOCO HOLDINGS, INC.	US203563182	6.03	3	355057.0	461028.0	5171.0	428245.0	NASDAQ National Market	Industrial company
CLEARWATER PAPER CORP	US203594554	20.62	1	1752401.0	1527369.0	3300.0	1055056.0	New York Stock Exchange (NYSE)	Industrial company
WATERSTONE FINANCIAL INC	US203598485	9.08	1	112500.0	nan	750.0	420156.0	NASDAQ National Market	Bank
WAFERGEN BIO-SYSTEMS, INC.	US203699764	0.13	11	7167.0	22873.0	nan	17816.0	NASDAQ National Market	Industrial company
TWO RIVER BANCORP	US203700861	0.42	19	31348.0	863696.0	143.0	83362.0	NASDAQ National Market	Bank
TARGA RESOURCES CORP.	US203701075	4.18	3	6658600.0	13253700.0	1870.0	6860692.0	New York Stock Exchange (NYSE)	Industrial company
LPL FINANCIAL HOLDINGS INC.	US203717839	10.86	2	4275054.0	4521061.0	3410.0	2512776.0	NASDAQ National Market	Financial company
HOWARD BANCORP, INC.	US203735949	0	139	1476.0	97877.0	nan	90582.0	NASDAQ National Market	Bank
SYNERGY PHARMACEUTICALS, INC.	US203823853	15.860000000000001	1	0.0	115929.0	44.0	647194.0	NASDAQ National Market	Industrial company
LULULEMON ATHLETICA INC.	US203842867	10.57	6	2060523.0	1314077.0	11000.0	8249277.0	NASDAQ National Market	Industrial company
LDR HOLDING CORPORATION	US203933262	9.02	3	164459.0	226639.0	562.0	615352.0	NASDAQ National Market	Industrial company
GENESIS HEALTHCARE, INC.	US203934755	3.5	5	5619224.0	6059949.0	88700.0	133941.0	New York Stock Exchange (NYSE)	Industrial company
VIOLIN MEMORY, INC.	US203940944	8.8	1	50867.0	112847.0	318.0	41651.0	New York Stock Exchange (NYSE)	Industrial company
FUEL SYSTEMS SOLUTIONS, INC.	US203960974	1.86	17	263397.0	228439.0	1300.0	95356.0	NASDAQ National Market	Industrial company
HIGHPOWER INTERNATIONAL, INC.	US204062622	0	103	146181.0	134204.0	nan	27938.0	NASDAQ National Market	Industrial company
CYS INVESTMENTS, INC.	US204072657	16.77	1	331195.0	14330704.0	15.0	1235186.0	New York Stock Exchange (NYSE)	Financial company
FINJAN HOLDINGS, INC.	US204075963	0	111	4687.0	9200.0	nan	31861.0	NASDAQ National Market	Industrial company
CERULEAN PHARMA INC.	US204139823	2.1100000000000003	14	0.0	78225.0	47.0	64853.0	NASDAQ National Market	Industrial company
DUNKIN' BRANDS GROUP, INC.	US204145825	16.369999999999997	1	810933.0	3197119.0	1145.0	4000226.0	NASDAQ National Market	Industrial company
ORIENT PAPER INC.	US204158835	1.32	3	135303.0	238627.0	nan	23810.0	NYSE MKT	Industrial company
TANDEM DIABETES CARE, INC.	US204327508	7.6899999999999995	5	72850.0	124725.0	482.0	212763.0	NASDAQ National Market	Industrial company
AIR INDUSTRIES GROUP, INC.	US204458244	0.86	5	80442.0	88250.0	366.0	37044.0	NYSE MKT	Industrial company
STONEGATE BANK	US204486142	7.08	1	92685.0	2381155.0	259.0	318496.0	NASDAQ National Market	Bank
YADKIN FINANCIAL CORP	US204495993	7.68	1	112500.0	nan	750.0	1347272.0	New York Stock Exchange (NYSE)	Bank
AEROHIVE NETWORKS, INC.	US204524700	2.48	14	151659.0	147652.0	624.0	316490.0	New York Stock Exchange (NYSE)	Industrial company
WESTERN UNION CO. (THE)	US204531180	19.41	1	5483700.0	9458900.0	10000.0	9562430.0	New York Stock Exchange (NYSE)	Financial company
KBR, INC.	US204536774	17.16	1	5096000.0	3412000.0	22000.0	2077956.0	New York Stock Exchange (NYSE)	Industrial company
PROTEON THERAPEUTICS, INC.	US204580525	2.9899999999999998	12	0.0	67538.0	18.0	108014.0	NASDAQ National Market	Industrial company
FIRST SOLAR, INC.	US204623678	13.52	3	3578995.0	7316331.0	6350.0	5102031.0	NASDAQ National Market	Industrial company
ENTELLUS MEDICAL, INC.	US204627978	2.65	8	61570.0	87361.0	243.0	339106.0	NASDAQ National Market	Industrial company
ENPHASE ENERGY, INC.	US204645388	6.08	7	357249.0	165528.0	543.0	98529.0	NASDAQ National Market	Industrial company
MARIN SOFTWARE INCORPORATED	US204647180	3.9899999999999998	10	108530.0	116192.0	511.0	90425.0	New York Stock Exchange (NYSE)	Industrial company
CHINANET ONLINE HOLDINGS, INC.	US204672080	0	103	32265.0	35460.0	nan	15512.0	NASDAQ National Market	Industrial company
FIRST COMMUNITY FINANCIAL PARTNERS INC	US204718752	0	114	33284.0	1040652.0	108.0	154411.0	NASDAQ National Market	Bank
LAKE SHORE BANCORP INC	US204729288	0	112	3452.0	73881.0	nan	80142.0	NASDAQ National Market	Bank
DEMAND MEDIA INC.	US204731239	3.0999999999999996	13	125969.0	101459.0	350.0	110654.0	New York Stock Exchange (NYSE)	Industrial company
PRIMORIS SERVICES CORPORATION	US204743916	10.379999999999999	2	1929415.0	1132254.0	6709.0	1104307.0	NASDAQ National Market	Industrial company
EV ENERGY PARTNERS, L.P.	US204745690	0	125	177971.0	1923602.0	1200.0	121657.0	NASDAQ National Market	Industrial company
ALLEGIANT TRAVEL COMPANY	US204745737	15.309999999999999	2	1262188.0	1351662.0	3018.0	2308489.0	NASDAQ National Market	Industrial company
FIRST CLOVER LEAF FINANCIAL CORP (PROFORMA)	US204797391	0.31	9	3011.0	84291.0	nan	83860.0	NASDAQ National Market	Bank
