Company_name	Company_ID	Big3Share	Position	Exchange	TypeEnt	VAR	Dollars_th
EXPEDIA, INC.	US202705720	14.62	2	NASDAQ National Market	Industrial company	Assets	15485675.0
Q2 HOLDINGS, INC.	US202706637	5.33	8	New York Stock Exchange (NYSE)	Industrial company	Assets	204468.0
BOX, INC.	US202714444	2.44	15	New York Stock Exchange (NYSE)	Industrial company	Assets	497488.0
PHARMATHENE, INC.	US202726770	0.31	12	NYSE MKT	Industrial company	Assets	19862.0
GAMESTOP CORP.	US202733559	20.7	1	New York Stock Exchange (NYSE)	Industrial company	Assets	4334900.0
SEMILEDS CORPORATION	US202735523	0.0	106	NASDAQ National Market	Industrial company	Assets	38520.0
INDIA GLOBALIZATION CAPITAL, INC.	US202760393	0.0	106	NYSE MKT	Industrial company	Assets	20331.0
DUKE ENERGY CORPORATION	US202777218	16.169999999999998	1	New York Stock Exchange (NYSE)	Industrial company	Assets	121156000.0
WEBMD HEALTH CORP.	US202783228	13.7	1	NASDAQ National Market	Industrial company	Assets	1155923.0
BOISE CASCADE COMPANY	US202807265	20.26	1	New York Stock Exchange (NYSE)	Industrial company	Assets	1248606.0
SYNERGY RESOURCES CORPORATION	US202835920	13.52	1	NYSE MKT	Industrial company	Assets	672616.0
BAZAARVOICE, INC.	US202908277	11.28	2	NASDAQ National Market	Industrial company	Assets	342961.0
CHANTICLEER HOLDINGS, INC.	US202932652	0.52	11	NASDAQ National Market	Industrial company	Assets	42205.0
AEGERION PHARMACEUTICALS, INC.	US202960116	16.68	3	NASDAQ National Market	Industrial company	Assets	434198.0
CHEFS' WAREHOUSE, INC. (THE)	US203031526	7.33	7	NASDAQ National Market	Industrial company	Assets	586218.0
BROOKDALE SENIOR LIVING, INC.	US203068069	11.93	1	New York Stock Exchange (NYSE)	Industrial company	Assets	10048564.0
DOUGLAS EMMETT, INC.	US203073047	27.32	1	New York Stock Exchange (NYSE)	Financial company	Assets	6066161.0
AERIE PHARMACEUTICALS, INC.	US203109565	11.34	3	NASDAQ National Market	Industrial company	Assets	159127.0
DHI GROUP, INC.	US203179218	16.369999999999994	1	New York Stock Exchange (NYSE)	Industrial company	Assets	368935.0
CONATUS PHARMACEUTICALS INC.	US203183915	2.4	11	NASDAQ National Market	Industrial company	Assets	39727.0
NCI, INC.	US203211574	1.6	10	NASDAQ National Market	Industrial company	Assets	163868.0
CHEGG, INC.	US203237489	7.73	9	New York Stock Exchange (NYSE)	Industrial company	Assets	291356.0
LIVE NATION ENTERTAINMENT, INC.	US203247759	11.95	2	New York Stock Exchange (NYSE)	Industrial company	Assets	6156241.0
BOARDWALK PIPELINE PARTNERS, LP	US203265614	0.0	139	New York Stock Exchange (NYSE)	Industrial company	Assets	8300300.0
MONOTYPE IMAGING HOLDINGS INC.	US203289482	19.78	1	NASDAQ National Market	Industrial company	Assets	391787.0
FUTUREFUEL CORP	US203340900	9.44	3	New York Stock Exchange (NYSE)	Industrial company	Assets	489109.0
INFUSYSTEM HOLDINGS, INC.	US203341405	1.94	18	NYSE MKT	Industrial company	Assets	96315.0
GRAND CANYON EDUCATION, INC.	US203356009	14.59	1	NASDAQ National Market	Industrial company	Assets	891982.0
COLUCID PHARMACEUTICALS, INC.	US203419541	0.39	12	NASDAQ National Market	Industrial company	Assets	65338.0
ATYR PHARMA, INC.	US203435077	3.25	17	NASDAQ National Market	Industrial company	Assets	129675.0
WESTERN REFINING, INC.	US203472415	18.46	2	New York Stock Exchange (NYSE)	Industrial company	Assets	5833393.0
FIRST INTERNET BANCORP	US203489991	2.38	3	NASDAQ National Market	Bank	Assets	1269870.0
VIACOM, INC.	US203515052	14.29	4	NASDAQ National Market	Industrial company	Assets	22143000.0
HERTZ GLOBAL HOLDINGS, INC.	US203530539	12.13	4	New York Stock Exchange (NYSE)	Financial company	Assets	23358000.0
SEMGROUP CORPORATION	US203533152	14.53	1	New York Stock Exchange (NYSE)	Industrial company	Assets	2853909.0
MUELLER WATER PRODUCTS, INC.	US203547095	13.73	1	New York Stock Exchange (NYSE)	Industrial company	Assets	1229800.0
HANESBRANDS INC.	US203552316	18.15	1	New York Stock Exchange (NYSE)	Industrial company	Assets	5619040.0
LEIDOS HOLDINGS, INC.	US203562868	16.82	1	New York Stock Exchange (NYSE)	Industrial company	Assets	3370000.0
EL POLLO LOCO HOLDINGS, INC.	US203563182	6.03	3	NASDAQ National Market	Industrial company	Assets	461028.0
CLEARWATER PAPER CORP	US203594554	20.62	1	New York Stock Exchange (NYSE)	Industrial company	Assets	1527369.0
WATERSTONE FINANCIAL INC	US203598485	9.08	1	NASDAQ National Market	Bank	Assets	
WAFERGEN BIO-SYSTEMS, INC.	US203699764	0.13	11	NASDAQ National Market	Industrial company	Assets	22873.0
TWO RIVER BANCORP	US203700861	0.42	19	NASDAQ National Market	Bank	Assets	863696.0
TARGA RESOURCES CORP.	US203701075	4.18	3	New York Stock Exchange (NYSE)	Industrial company	Assets	13253700.0
LPL FINANCIAL HOLDINGS INC.	US203717839	10.86	2	NASDAQ National Market	Financial company	Assets	4521061.0
HOWARD BANCORP, INC.	US203735949	0.0	139	NASDAQ National Market	Bank	Assets	97877.0
SYNERGY PHARMACEUTICALS, INC.	US203823853	15.86	1	NASDAQ National Market	Industrial company	Assets	115929.0
LULULEMON ATHLETICA INC.	US203842867	10.57	6	NASDAQ National Market	Industrial company	Assets	1314077.0
LDR HOLDING CORPORATION	US203933262	9.02	3	NASDAQ National Market	Industrial company	Assets	226639.0
GENESIS HEALTHCARE, INC.	US203934755	3.5	5	New York Stock Exchange (NYSE)	Industrial company	Assets	6059949.0
VIOLIN MEMORY, INC.	US203940944	8.8	1	New York Stock Exchange (NYSE)	Industrial company	Assets	112847.0
FUEL SYSTEMS SOLUTIONS, INC.	US203960974	1.86	17	NASDAQ National Market	Industrial company	Assets	228439.0
HIGHPOWER INTERNATIONAL, INC.	US204062622	0.0	103	NASDAQ National Market	Industrial company	Assets	134204.0
CYS INVESTMENTS, INC.	US204072657	16.77	1	New York Stock Exchange (NYSE)	Financial company	Assets	14330704.0
FINJAN HOLDINGS, INC.	US204075963	0.0	111	NASDAQ National Market	Industrial company	Assets	9200.0
CERULEAN PHARMA INC.	US204139823	2.1100000000000003	14	NASDAQ National Market	Industrial company	Assets	78225.0
DUNKIN' BRANDS GROUP, INC.	US204145825	16.369999999999994	1	NASDAQ National Market	Industrial company	Assets	3197119.0
ORIENT PAPER INC.	US204158835	1.32	3	NYSE MKT	Industrial company	Assets	238627.0
TANDEM DIABETES CARE, INC.	US204327508	7.689999999999999	5	NASDAQ National Market	Industrial company	Assets	124725.0
AIR INDUSTRIES GROUP, INC.	US204458244	0.86	5	NYSE MKT	Industrial company	Assets	88250.0
STONEGATE BANK	US204486142	7.08	1	NASDAQ National Market	Bank	Assets	2381155.0
YADKIN FINANCIAL CORP	US204495993	7.68	1	New York Stock Exchange (NYSE)	Bank	Assets	
AEROHIVE NETWORKS, INC.	US204524700	2.48	14	New York Stock Exchange (NYSE)	Industrial company	Assets	147652.0
WESTERN UNION CO. (THE)	US204531180	19.41	1	New York Stock Exchange (NYSE)	Financial company	Assets	9458900.0
KBR, INC.	US204536774	17.16	1	New York Stock Exchange (NYSE)	Industrial company	Assets	3412000.0
PROTEON THERAPEUTICS, INC.	US204580525	2.99	12	NASDAQ National Market	Industrial company	Assets	67538.0
FIRST SOLAR, INC.	US204623678	13.52	3	NASDAQ National Market	Industrial company	Assets	7316331.0
ENTELLUS MEDICAL, INC.	US204627978	2.65	8	NASDAQ National Market	Industrial company	Assets	87361.0
ENPHASE ENERGY, INC.	US204645388	6.08	7	NASDAQ National Market	Industrial company	Assets	165528.0
MARIN SOFTWARE INCORPORATED	US204647180	3.99	10	New York Stock Exchange (NYSE)	Industrial company	Assets	116192.0
CHINANET ONLINE HOLDINGS, INC.	US204672080	0.0	103	NASDAQ National Market	Industrial company	Assets	35460.0
FIRST COMMUNITY FINANCIAL PARTNERS INC	US204718752	0.0	114	NASDAQ National Market	Bank	Assets	1040652.0
LAKE SHORE BANCORP INC	US204729288	0.0	112	NASDAQ National Market	Bank	Assets	73881.0
DEMAND MEDIA INC.	US204731239	3.1	13	New York Stock Exchange (NYSE)	Industrial company	Assets	101459.0
PRIMORIS SERVICES CORPORATION	US204743916	10.38	2	NASDAQ National Market	Industrial company	Assets	1132254.0
EV ENERGY PARTNERS, L.P.	US204745690	0.0	125	NASDAQ National Market	Industrial company	Assets	1923602.0
ALLEGIANT TRAVEL COMPANY	US204745737	15.31	2	NASDAQ National Market	Industrial company	Assets	1351662.0
FIRST CLOVER LEAF FINANCIAL CORP (PROFORMA)	US204797391	0.31	9	NASDAQ National Market	Bank	Assets	84291.0
CONCERT PHARMACEUTICALS, INC.	US204839882	9.17	3	NASDAQ National Market	Industrial company	Assets	146932.0
CHICOPEE BANCORP INC	US204840562	2.42	10	NASDAQ National Market	Bank	Assets	678574.0
ETSY, INC.	US204898921	4.11	8	NASDAQ National Market	Industrial company	Assets	553061.0
TRISTATE CAPITAL HOLDINGS INC	US204929029	8.76	3	NASDAQ National Market	Bank	Assets	
VRINGO INC	US204988129	3.42	1	NASDAQ National Market	Industrial company	Assets	50459.0
ECHO GLOBAL LOGISTICS, INC.	US205001120	14.27	1	NASDAQ National Market	Industrial company	Assets	746510.0
VISTAGEN THERAPEUTICS INC	US205093315	0.0	108	NASDAQ National Market	Industrial company	Assets	270.0
BIOSTAR PHARMACEUTICALS, INC.	US205101287	0.0	104	NASDAQ National Market	Industrial company	Assets	51364.0
CITIZENS COMMUNITY BANCORP, INC.	US205120010	0.0	115	NASDAQ National Market	Bank	Assets	61236.0
MARRONE BIO INNOVATIONS, INC.	US205137161	1.88	14	NASDAQ National Market	Industrial company	Assets	71201.0
FORTRESS BIOTECH, INC.	US205157386	3.08	6	NASDAQ National Market	Industrial company	Assets	118610.0
REXNORD CORPORATION	US205197013	13.37	1	New York Stock Exchange (NYSE)	Industrial company	Assets	3402000.0
BERRY PLASTICS GROUP, INC.	US205234618	15.47	1	New York Stock Exchange (NYSE)	Industrial company	Assets	5028000.0
AVALANCHE BIOTECHNOLOGIES, INC.	US205258327	8.07	3	NASDAQ National Market	Industrial company	Assets	264319.0
INFORMATION SERVICES GROUP, INC.	US205261587	0.34	25	NASDAQ National Market	Industrial company	Assets	131343.0
TETRAPHASE PHARMACEUTICALS, INC.	US205276217	17.68	1	NASDAQ National Market	Industrial company	Assets	214917.0
ZOGENIX, INC.	US205300780	11.13	2	NASDAQ National Market	Industrial company	Assets	305822.0
XTANT MEDICAL HOLDINGS, INC.	US205313323	0.0	105	NYSE MKT	Industrial company	Assets	141027.0
GREAT LAKES DREDGE & DOCK CORPORATION	US205336063	10.38	2	NASDAQ National Market	Industrial company	Assets	898124.0
SOLAREDGE TECHNOLOGIES, INC.	US205338862	0.56	29	NASDAQ National Market	Industrial company	Assets	305658.0
ADDUS HOMECARE CORP	US205340172	5.6	6	NASDAQ National Market	Industrial company	Assets	192612.0
MONOGRAM RESIDENTIAL TRUST INC	US205383745	22.82	1	New York Stock Exchange (NYSE)	Industrial company	Assets	3283146.0
SPECTRA ENERGY CORP.	US205413139	17.29	1	New York Stock Exchange (NYSE)	Industrial company	Assets	32923000.0
WESCO AIRCRAFT HOLDINGS, INC.	US205441563	9.02	4	New York Stock Exchange (NYSE)	Industrial company	Assets	2020973.0
CBOE HOLDINGS, INC.	US205446972	16.759999999999998	1	NASDAQ National Market	Financial company	Assets	384788.0
VERACYTE, INC.	US205455398	2.32	10	NASDAQ National Market	Industrial company	Assets	75247.0
TREMOR VIDEO, INC.	US205480343	1.91	14	New York Stock Exchange (NYSE)	Industrial company	Assets	168124.0
CINEMARK HOLDINGS INC	US205490327	16.599999999999998	1	New York Stock Exchange (NYSE)	Industrial company	Assets	4126497.0
MAXPOINT INTERACTIVE, INC.	US205530657	2.1	9	NASDAQ National Market	Industrial company	Assets	107286.0
SIENTRA, INC.	US205551000	2.91	14	NASDAQ National Market	Industrial company	Assets	140805.0
AVENUE FINANCIAL HOLDINGS, INC	US205556885	0.54	22	NASDAQ National Market	Bank	Assets	115280.0
OCULAR THERAPEUTIX, INC.	US205560161	6.67	12	NASDAQ National Market	Industrial company	Assets	110306.0
DIVERSIFIED RESTAURANT HOLDINGS, INC.	US205621294	0.16	16	NASDAQ National Market	Industrial company	Assets	165773.0
DYNEGY INC	US205653152	20.360000000000007	1	New York Stock Exchange (NYSE)	Industrial company	Assets	11459000.0
GENERAC HOLDINGS INC.	US205654756	14.150000000000002	1	New York Stock Exchange (NYSE)	Industrial company	Assets	1778635.0
FUEL TECH, INC.	US205657551	4.65	3	NASDAQ National Market	Industrial company	Assets	76011.0
NATIONAL CINEMEDIA, INC.	US205665602	13.98	2	NASDAQ National Market	Industrial company	Assets	1073700.0
TRAVELCENTERS OF AMERICA LLC	US205701514	0.0	124	New York Stock Exchange (NYSE)	Industrial company	Assets	1621541.0
CHUY'S HOLDINGS, INC.	US205717694	10.69	2	NASDAQ National Market	Industrial company	Assets	200461.0
ATLANTIC CAPITAL BANCSHARES INC	US205728270	1.66	11	NASDAQ National Market	Bank	Assets	2636178.0
CARE.COM, INC.	US205785879	2.83	15	New York Stock Exchange (NYSE)	Industrial company	Assets	142478.0
CLUBCORP HOLDINGS, INC.	US205818205	12.89	1	New York Stock Exchange (NYSE)	Industrial company	Assets	2135251.0
XG TECHNOLOGY, INC.	US205856795	0.0	114	NASDAQ National Market	Industrial company	Assets	16574.0
KEMPHARM, INC.	US205894398	3.46	7	NASDAQ National Market	Industrial company	Assets	55723.0
CORMEDIX INC.	US205894890	8.68	1	NYSE MKT	Industrial company	Assets	37102.0
DOMTAR CORPORATION	US205901152	25.33	1	New York Stock Exchange (NYSE)	Industrial company	Assets	5654000.0
CHENIERE ENERGY PARTNERS, L.P.	US205913059	0.0	120	NYSE MKT	Industrial company	Assets	12833153.0
GREEN BRICK PARTNERS, INC.	US205952523	2.66	11	NASDAQ National Market	Industrial company	Assets	473876.0
MRC GLOBAL INC.	US205956993	14.31	2	New York Stock Exchange (NYSE)	Industrial company	Assets	2497000.0
HCI GROUP INC	US205961396	16.59	1	New York Stock Exchange (NYSE)	Insurance company	Assets	636986.0
AVIAT NETWORKS, INC.	US205961564	3.89	8	NASDAQ National Market	Industrial company	Assets	224700.0
DICERNA PHARMACEUTICALS, INC.	US205993609	7.68	9	NASDAQ National Market	Industrial company	Assets	100023.0
INNERWORKINGS, INC.	US205997364	9.81	4	NASDAQ National Market	Industrial company	Assets	608467.0
ESSA BANCORP INC	US208023072	4.31	3	NASDAQ National Market	Bank	Assets	1606544.0
BLOOMIN' BRANDS, INC.	US208023465	15.07	1	NASDAQ National Market	Industrial company	Assets	3032569.0
REALOGY HOLDINGS CORPORATION	US208050955	13.739999999999998	1	New York Stock Exchange (NYSE)	Financial company	Assets	7531000.0
GALENA BIOPHARMA INC	US208099512	3.17	2	NASDAQ National Market	Industrial company	Assets	82144.0
BRAINSTORM CELL THERAPEUTICS INC	US208133057	0.39	9	NASDAQ National Market	Industrial company	Assets	17080.0
HIBBETT SPORTS INC.	US208159608	20.570000000000004	1	NASDAQ National Market	Industrial company	Assets	442372.0
EAGLE PHARMACEUTICALS, INC.	US208179278	8.92	5	NASDAQ National Market	Industrial company	Assets	124605.0
OPHTHOTECH CORPORATION	US208185347	12.17	3	NASDAQ National Market	Industrial company	Assets	428851.0
ECO-STIM ENERGY SOLUTIONS INC.	US208203420	0.0	113	NASDAQ National Market	Financial company	Assets	62900.0
VEEVA SYSTEMS INC.	US208235463	2.18	10	New York Stock Exchange (NYSE)	Industrial company	Assets	705799.0
ARAMARK	US208236097	12.010000000000002	1	New York Stock Exchange (NYSE)	Industrial company	Assets	10196357.0
PENNANTPARK INVESTMENT CORPORATION	US208250744	4.9	2	NASDAQ National Market	Bank	Assets	
BANKWELL FINANCIAL GROUP, INC.	US208251355	0.7100000000000001	16	NASDAQ National Market	Bank	Assets	1330371.0
TOWERSTREAM CORPORATION	US208259086	2.94	4	NASDAQ National Market	Industrial company	Assets	47030.0
ANAVEX LIFE SCIENCES CORP.	US208365999	1.33	4	NASDAQ National Market	Industrial company	Assets	15470.0
ACCURAY INCORPORATED	US208370041	16.34	1	NASDAQ National Market	Industrial company	Assets	466773.0
DS HEALTHCARE GROUP INC	US208380461	1.37	5	NASDAQ National Market	Industrial company	Assets	
BANCORP OF NEW JERSEY, INC.	US208444387	0.0	115	NYSE MKT	Bank	Assets	73152.0
EVOKE PHARMA, INC.	US208447886	0.81	13	NASDAQ National Market	Industrial company	Assets	9532.0
PEOPLE'S UNITED FINANCIAL, INC	US208447891	30.24	1	NASDAQ National Market	Bank	Assets	38877400.0
DEL FRISCO'S RESTAURANT GROUP, INC.	US208453116	10.51	2	NASDAQ National Market	Industrial company	Assets	346655.0
CHINA ADVANCED CONSTRUCTION MATERIALS GROUP, INC	US208468508	0.0	103	NASDAQ National Market	Industrial company	Assets	128165.0
WABCO HOLDINGS INC.	US208481962	14.29	1	New York Stock Exchange (NYSE)	Industrial company	Assets	2589900.0
NEOTHETICS, INC.	US208527075	0.33	11	NASDAQ National Market	Industrial company	Assets	40112.0
GNC HOLDINGS, INC.	US208536244	20.61	1	New York Stock Exchange (NYSE)	Industrial company	Assets	2554407.0
BLUEKNIGHT ENERGY PARTNERS, L.P.	US208536826	0.0	122	NASDAQ National Market	Industrial company	Assets	364746.0
VULCAN MATERIALS COMPANY	US208579133	48.19	1	New York Stock Exchange (NYSE)	Industrial company	Assets	8301632.0
NATIONAL COMMERCE CORP	US208627710	3.98	4	NASDAQ National Market	Bank	Assets	1763369.0
FIRST FOUNDATION INC	US208639702	2.53	9	NASDAQ National Market	Bank	Assets	1355424.0
SABRE CORPORATION	US208647322	6.66	6	NASDAQ National Market	Industrial company	Assets	5393627.0
ASSEMBLY BIOSCIENCES, INC.	US208729264	8.13	8	NASDAQ National Market	Industrial company	Assets	133745.0
CATALENT, INC.	US208737688	17.950000000000006	2	New York Stock Exchange (NYSE)	Industrial company	Assets	3138300.0
SERVICEMASTER GLOBAL HOLDINGS, INC.	US208738320	10.93	1	New York Stock Exchange (NYSE)	Industrial company	Assets	5098000.0
SURGICAL CARE AFFILIATES, INC.	US208740447	10.59	5	NASDAQ National Market	Industrial company	Assets	2000334.0
KAR AUCTION SERVICES, INC.	US208744739	11.79	1	New York Stock Exchange (NYSE)	Industrial company	Assets	5771500.0
AKEBIA THERAPEUTICS, INC.	US208756903	7.08	4	NASDAQ National Market	Industrial company	Assets	142940.0
REX ENERGY CORPORATION	US208814402	10.71	1	NASDAQ National Market	Industrial company	Assets	1071931.0
HHGREGG, INC.	US208819207	3.0700000000000003	7	New York Stock Exchange (NYSE)	Industrial company	Assets	467629.0
FRANKLIN FINANCIAL NETWORK INC	US208839445	4.71	1	New York Stock Exchange (NYSE)	Bank	Assets	
BANK OF MARIN BANCORP	US208859754	4.02	5	NASDAQ National Market	Bank	Assets	2031134.0
AVINGER, INC.	US208873453	2.5500000000000003	9	NASDAQ National Market	Industrial company	Assets	54104.0
FRANCESCA'S HOLDINGS CORP	US208874704	20.66	1	NASDAQ National Market	Industrial company	Assets	193577.0
RUBICON PROJECT, INC. (THE)	US208881738	5.8500000000000005	8	New York Stock Exchange (NYSE)	Industrial company	Assets	536736.0
SPARK NETWORKS, INC.	US208901733	2.72	12	NYSE MKT	Industrial company	Assets	33076.0
TWITTER, INC.	US208913779	8.69	1	New York Stock Exchange (NYSE)	Industrial company	Assets	6442439.0
INTRALINKS HOLDINGS, INC.	US208915510	10.18	5	New York Stock Exchange (NYSE)	Industrial company	Assets	460187.0
FITBIT, INC.	US208920744	5.13	5	New York Stock Exchange (NYSE)	Industrial company	Assets	1519066.0
NIVALIS THERAPEUTICS, INC.	US208969493	3.6000000000000005	13	NASDAQ National Market	Industrial company	Assets	87909.0
STARZ	US208988475	9.72	4	NASDAQ National Market	Industrial company	Assets	1564200.0
CAMPBELL SOUP CO	US210419870	11.06	3	New York Stock Exchange (NYSE)	Industrial company	Assets	8089000.0
SL INDUSTRIES INC	US210682685	5.41	7	NYSE MKT	Industrial company	Assets	133920.0
BECTON, DICKINSON AND COMPANY	US220760120	19.3	1	New York Stock Exchange (NYSE)	Industrial company	Assets	26478000.0
BRISTOL-MYERS SQUIBB COMPANY	US220790350	16.23	1	New York Stock Exchange (NYSE)	Industrial company	Assets	31748000.0
JOHNSON & JOHNSON	US221024240	18.13	1	New York Stock Exchange (NYSE)	Industrial company	Assets	133411000.0
MIDDLESEX WATER CO	US221114430	12.74	1	NASDAQ National Market	Industrial company	Assets	581383.0
TOOTSIE ROLL INDUSTRIES INC	US221318955	5.589999999999999	4	New York Stock Exchange (NYSE)	Industrial company	Assets	908983.0
